claim_id,question,family,subject,measures,text,clause,citation,quoted_value,source_task,verdict_source,inherited_verdict,gate_evidence,gate_lint,gate_identification,gate_consistency,status,blocked_by,reason,audience,action,falsifier,depends_on,notes
skillgap-linux-google-microsoft,tech_stack,skill_gap,google|microsoft:Linux,"difference in share of skilled postings, stratified by job function","Google asks for Linux in a larger share of its skilled postings than Microsoft does, by 0.0331 pooled, holding in 2 of 4 job functions","share of skilled postings within matched job functions; a stack difference, not a capability difference","task-06-tables/skill-stratified-verdicts.csv#pooled_diff@skill=Linux,company_a=google,company_b=microsoft",0.0331,06,"skill_gap:task-06-tables/skill-stratified-verdicts.csv#verdict@skill=Linux,company_a=google,company_b=microsoft",mixed,True,True,False,True,refused,identification,mixed -> refused,product,read as a stack signal when scoping integrations and competitive positioning,one job function reversing the sign at equal support,,
skillgap-angular-google-microsoft,tech_stack,skill_gap,google|microsoft:Angular,"difference in share of skilled postings, stratified by job function","Microsoft asks for Angular in a larger share of its skilled postings than Google does, by 0.0172 pooled, holding in 1 of 4 job functions","share of skilled postings within matched job functions; a stack difference, not a capability difference","task-06-tables/skill-stratified-verdicts.csv#pooled_diff@skill=Angular,company_a=google,company_b=microsoft",-0.0172,06,"skill_gap:task-06-tables/skill-stratified-verdicts.csv#verdict@skill=Angular,company_a=google,company_b=microsoft",mixed,True,True,False,True,refused,identification,mixed -> refused,product,read as a stack signal when scoping integrations and competitive positioning,one job function reversing the sign at equal support,,
skillgap-github-google-microsoft,tech_stack,skill_gap,google|microsoft:GitHub,"difference in share of skilled postings, stratified by job function","Microsoft asks for GitHub in a larger share of its skilled postings than Google does, by 0.0134 pooled, holding in 3 of 4 job functions","share of skilled postings within matched job functions; a stack difference, not a capability difference","task-06-tables/skill-stratified-verdicts.csv#pooled_diff@skill=GitHub,company_a=google,company_b=microsoft",-0.0134,06,"skill_gap:task-06-tables/skill-stratified-verdicts.csv#verdict@skill=GitHub,company_a=google,company_b=microsoft",mixed,True,True,False,True,refused,identification,mixed -> refused,product,read as a stack signal when scoping integrations and competitive positioning,one job function reversing the sign at equal support,,
skillgap-mysql-google-microsoft,tech_stack,skill_gap,google|microsoft:MySQL,"difference in share of skilled postings, stratified by job function","Microsoft asks for MySQL in a larger share of its skilled postings than Google does, by 0.0178 pooled, holding in 2 of 4 job functions","share of skilled postings within matched job functions; a stack difference, not a capability difference","task-06-tables/skill-stratified-verdicts.csv#pooled_diff@skill=MySQL,company_a=google,company_b=microsoft",-0.0178,06,"skill_gap:task-06-tables/skill-stratified-verdicts.csv#verdict@skill=MySQL,company_a=google,company_b=microsoft",mixed,True,True,False,True,refused,identification,mixed -> refused,product,read as a stack signal when scoping integrations and competitive positioning,one job function reversing the sign at equal support,,
skillgap-scikit-learn-google-microsoft,tech_stack,skill_gap,google|microsoft:scikit-learn,"difference in share of skilled postings, stratified by job function","Microsoft asks for scikit-learn in a larger share of its skilled postings than Google does, by 0.0216 pooled, holding in 2 of 4 job functions","share of skilled postings within matched job functions; a stack difference, not a capability difference","task-06-tables/skill-stratified-verdicts.csv#pooled_diff@skill=scikit-learn,company_a=google,company_b=microsoft",-0.0216,06,"skill_gap:task-06-tables/skill-stratified-verdicts.csv#verdict@skill=scikit-learn,company_a=google,company_b=microsoft",mixed,True,True,False,True,refused,identification,mixed -> refused,product,read as a stack signal when scoping integrations and competitive positioning,one job function reversing the sign at equal support,,
skillgap-powerpoint-google-microsoft,tech_stack,skill_gap,google|microsoft:PowerPoint,"difference in share of skilled postings, stratified by job function","Microsoft asks for PowerPoint in a larger share of its skilled postings than Google does, by 0.0203 pooled, holding in 3 of 4 job functions","share of skilled postings within matched job functions; a stack difference, not a capability difference","task-06-tables/skill-stratified-verdicts.csv#pooled_diff@skill=PowerPoint,company_a=google,company_b=microsoft",-0.0203,06,"skill_gap:task-06-tables/skill-stratified-verdicts.csv#verdict@skill=PowerPoint,company_a=google,company_b=microsoft",mixed,True,True,False,True,refused,identification,mixed -> refused,product,read as a stack signal when scoping integrations and competitive positioning,one job function reversing the sign at equal support,,
skillgap-ruby-google-microsoft,tech_stack,skill_gap,google|microsoft:Ruby,"difference in share of skilled postings, stratified by job function","Microsoft asks for Ruby in a larger share of its skilled postings than Google does, by 0.0206 pooled, holding in 3 of 4 job functions","share of skilled postings within matched job functions; a stack difference, not a capability difference","task-06-tables/skill-stratified-verdicts.csv#pooled_diff@skill=Ruby,company_a=google,company_b=microsoft",-0.0206,06,"skill_gap:task-06-tables/skill-stratified-verdicts.csv#verdict@skill=Ruby,company_a=google,company_b=microsoft",mixed,True,True,False,True,refused,identification,mixed -> refused,product,read as a stack signal when scoping integrations and competitive positioning,one job function reversing the sign at equal support,,
skillgap-cassandra-google-microsoft,tech_stack,skill_gap,google|microsoft:Cassandra,"difference in share of skilled postings, stratified by job function","Microsoft asks for Cassandra in a larger share of its skilled postings than Google does, by 0.0209 pooled, holding in 3 of 4 job functions","share of skilled postings within matched job functions; a stack difference, not a capability difference","task-06-tables/skill-stratified-verdicts.csv#pooled_diff@skill=Cassandra,company_a=google,company_b=microsoft",-0.0209,06,"skill_gap:task-06-tables/skill-stratified-verdicts.csv#verdict@skill=Cassandra,company_a=google,company_b=microsoft",mixed,True,True,False,True,refused,identification,mixed -> refused,product,read as a stack signal when scoping integrations and competitive positioning,one job function reversing the sign at equal support,,
skillgap-git-google-microsoft,tech_stack,skill_gap,google|microsoft:Git,"difference in share of skilled postings, stratified by job function","Microsoft asks for Git in a larger share of its skilled postings than Google does, by 0.0223 pooled, holding in 2 of 4 job functions","share of skilled postings within matched job functions; a stack difference, not a capability difference","task-06-tables/skill-stratified-verdicts.csv#pooled_diff@skill=Git,company_a=google,company_b=microsoft",-0.0223,06,"skill_gap:task-06-tables/skill-stratified-verdicts.csv#verdict@skill=Git,company_a=google,company_b=microsoft",mixed,True,True,False,True,refused,identification,mixed -> refused,product,read as a stack signal when scoping integrations and competitive positioning,one job function reversing the sign at equal support,,
skillgap-redis-google-microsoft,tech_stack,skill_gap,google|microsoft:Redis,"difference in share of skilled postings, stratified by job function","Microsoft asks for Redis in a larger share of its skilled postings than Google does, by 0.0247 pooled, holding in 2 of 4 job functions","share of skilled postings within matched job functions; a stack difference, not a capability difference","task-06-tables/skill-stratified-verdicts.csv#pooled_diff@skill=Redis,company_a=google,company_b=microsoft",-0.0247,06,"skill_gap:task-06-tables/skill-stratified-verdicts.csv#verdict@skill=Redis,company_a=google,company_b=microsoft",mixed,True,True,False,True,refused,identification,mixed -> refused,product,read as a stack signal when scoping integrations and competitive positioning,one job function reversing the sign at equal support,,
skillgap-microsoft-word-google-microsoft,tech_stack,skill_gap,google|microsoft:Microsoft Word,"difference in share of skilled postings, stratified by job function","Microsoft asks for Microsoft Word in a larger share of its skilled postings than Google does, by 0.0253 pooled, holding in 3 of 4 job functions","share of skilled postings within matched job functions; a stack difference, not a capability difference","task-06-tables/skill-stratified-verdicts.csv#pooled_diff@skill=Microsoft Word,company_a=google,company_b=microsoft",-0.0253,06,"skill_gap:task-06-tables/skill-stratified-verdicts.csv#verdict@skill=Microsoft Word,company_a=google,company_b=microsoft",mixed,True,True,False,True,refused,identification,mixed -> refused,product,read as a stack signal when scoping integrations and competitive positioning,one job function reversing the sign at equal support,,
